Country_Code,Year,Indicator_Code,Value
IDN,2008,BX.KLT.DINV.CD.WD,9318453649.82664
IDN,2008,NY.GDP.PCAP.CD,2124.55483920618
IDN,2009,BX.KLT.DINV.CD.WD,4877369178.4365
IDN,2009,NY.GDP.PCAP.CD,2218.48541852977
IDN,2010,BX.KLT.DINV.CD.WD,15292009410.5099
IDN,2010,NY.GDP.PCAP.CD,3065.68348377765
IDN,2011,BX.KLT.DINV.CD.WD,20564938226.7185
IDN,2011,NY.GDP.PCAP.CD,3579.46442466152
IDN,2012,BX.KLT.DINV.CD.WD,21200778607.8726
IDN,2012,NY.GDP.PCAP.CD,3632.27254030331
IDN,2013,BX.KLT.DINV.CD.WD,23281742361.5305
IDN,2013,NY.GDP.PCAP.CD,3566.60284506078
IDN,2014,BX.KLT.DINV.CD.WD,25120732059.5134
IDN,2014,NY.GDP.PCAP.CD,3441.06808464008
IDN,2015,BX.KLT.DINV.CD.WD,19779127976.9576
IDN,2015,NY.GDP.PCAP.CD,3288.22269725538
IDN,2016,BX.KLT.DINV.CD.WD,4541713739.23769
IDN,2016,NY.GDP.PCAP.CD,3521.46943457574
IDN,2017,BX.KLT.DINV.CD.WD,20510310832.4469
IDN,2017,NY.GDP.PCAP.CD,3798.88326174526
IDN,2018,BX.KLT.DINV.CD.WD,18909826043.5105
IDN,2018,NY.GDP.PCAP.CD,3860.95353090726
IDN,2019,BX.KLT.DINV.CD.WD,24993551748.0098
IDN,2019,NY.GDP.PCAP.CD,4106.94856160358
IDN,2020,BX.KLT.DINV.CD.WD,19175077747.8077
IDN,2020,NY.GDP.PCAP.CD,3853.70288774146
IDN,2021,BX.KLT.DINV.CD.WD,21213080329.8582
IDN,2021,NY.GDP.PCAP.CD,4287.17313995098
IDN,2022,BX.KLT.DINV.CD.WD,24702029705.0926
IDN,2022,NY.GDP.PCAP.CD,4730.83484836107
IDN,2023,BX.KLT.DINV.CD.WD,21543358781.3828
IDN,2023,NY.GDP.PCAP.CD,4876.30774512252
KHM,1990,BX.KLT.DINV.CD.WD,
KHM,1990,NY.GDP.PCAP.CD,190.181470036159
KHM,1991,BX.KLT.DINV.CD.WD,
KHM,1991,NY.GDP.PCAP.CD,267.336306726982
KHM,1992,BX.KLT.DINV.CD.WD,33000000.0
KHM,1992,NY.GDP.PCAP.CD,307.094922385136
KHM,1993,BX.KLT.DINV.CD.WD,54124000.0
KHM,1993,NY.GDP.PCAP.CD,294.059372727558
KHM,1994,BX.KLT.DINV.CD.WD,68900000.0
KHM,1994,NY.GDP.PCAP.CD,302.1307854832
KHM,1995,BX.KLT.DINV.CD.WD,150800000.0
KHM,1995,NY.GDP.PCAP.CD,343.485224671585
KHM,1996,BX.KLT.DINV.CD.WD,293600000.0
KHM,1996,NY.GDP.PCAP.CD,324.655870983004
KHM,1997,BX.KLT.DINV.CD.WD,203700000.0
KHM,1997,NY.GDP.PCAP.CD,297.59041960803
KHM,1998,BX.KLT.DINV.CD.WD,115871733.049308
KHM,1998,NY.GDP.PCAP.CD,258.780953189377
KHM,1999,BX.KLT.DINV.CD.WD,102225822.011715
KHM,1999,NY.GDP.PCAP.CD,286.753596443196
KHM,2000,BX.KLT.DINV.CD.WD,118308566.31088
KHM,2000,NY.GDP.PCAP.CD,296.426687526334
KHM,2001,BX.KLT.DINV.CD.WD,146481995.063844
KHM,2001,NY.GDP.PCAP.CD,327.500984314444
KHM,2002,BX.KLT.DINV.CD.WD,130956363.872694
KHM,2002,NY.GDP.PCAP.CD,350.147276634294
KHM,2003,BX.KLT.DINV.CD.WD,81580650.5580651
KHM,2003,NY.GDP.PCAP.CD,386.691123931778
KHM,2004,BX.KLT.DINV.CD.WD,131416229.281784
KHM,2004,NY.GDP.PCAP.CD,444.199067529081
KHM,2005,BX.KLT.DINV.CD.WD,379180190.600282
KHM,2005,NY.GDP.PCAP.CD,525.797325120926
KHM,2006,BX.KLT.DINV.CD.WD,483209382.712787
KHM,2006,NY.GDP.PCAP.CD,612.252648550727
KHM,2007,BX.KLT.DINV.CD.WD,867288538.643543
KHM,2007,NY.GDP.PCAP.CD,731.692295125426
KHM,2008,BX.KLT.DINV.CD.WD,815180217.958376
KHM,2008,NY.GDP.PCAP.CD,866.283999789749
KHM,2009,BX.KLT.DINV.CD.WD,928393617.348897
KHM,2009,NY.GDP.PCAP.CD,875.748936193569
KHM,2010,BX.KLT.DINV.CD.WD,1404315448.88529
KHM,2010,NY.GDP.PCAP.CD,952.274616324008
KHM,2011,BX.KLT.DINV.CD.WD,1538883424.9002
KHM,2011,NY.GDP.PCAP.CD,1088.98152823081
KHM,2012,BX.KLT.DINV.CD.WD,1988102944.64495
KHM,2012,NY.GDP.PCAP.CD,1192.80263041673
KHM,2013,BX.KLT.DINV.CD.WD,2068470774.00468
KHM,2013,NY.GDP.PCAP.CD,1305.6600972686
KHM,2014,BX.KLT.DINV.CD.WD,1853471158.0992
KHM,2014,NY.GDP.PCAP.CD,1431.56396469993
KHM,2015,BX.KLT.DINV.CD.WD,1822804151.25711
KHM,2015,NY.GDP.PCAP.CD,1547.32010444393
KHM,2016,BX.KLT.DINV.CD.WD,2475915853.65762
KHM,2016,NY.GDP.PCAP.CD,1675.19555711109
KHM,2017,BX.KLT.DINV.CD.WD,2788084321.65815
KHM,2017,NY.GDP.PCAP.CD,1826.35391688754
KHM,2018,BX.KLT.DINV.CD.WD,3212633447.04469
KHM,2018,NY.GDP.PCAP.CD,2036.67377566578
KHM,2019,BX.KLT.DINV.CD.WD,3663032999.47048
KHM,2019,NY.GDP.PCAP.CD,2225.87705485686
KHM,2020,BX.KLT.DINV.CD.WD,3624644990.13295
KHM,2020,NY.GDP.PCAP.CD,2081.73914242939
KHM,2021,BX.KLT.DINV.CD.WD,3483461605.65372
KHM,2021,NY.GDP.PCAP.CD,2167.40324198499
KHM,2022,BX.KLT.DINV.CD.WD,3578831295.87392
KHM,2022,NY.GDP.PCAP.CD,2325.03050040841
KHM,2023,BX.KLT.DINV.CD.WD,3958792378.8864
KHM,2023,NY.GDP.PCAP.CD,2429.74853452838
LAO,1990,BX.KLT.DINV.CD.WD,6000000.0
LAO,1990,NY.GDP.PCAP.CD,200.7349054896
LAO,1991,BX.KLT.DINV.CD.WD,6900000.0
LAO,1991,NY.GDP.PCAP.CD,231.806227548139
LAO,1992,BX.KLT.DINV.CD.WD,7800000.0
LAO,1992,NY.GDP.PCAP.CD,247.345286150532
LAO,1993,BX.KLT.DINV.CD.WD,29900000.0
LAO,1993,NY.GDP.PCAP.CD,283.400573286349
LAO,1994,BX.KLT.DINV.CD.WD,59200000.0
LAO,1994,NY.GDP.PCAP.CD,320.968128951646
LAO,1995,BX.KLT.DINV.CD.WD,95100000.0
LAO,1995,NY.GDP.PCAP.CD,357.758162193406
LAO,1996,BX.KLT.DINV.CD.WD,159800000.0
LAO,1996,NY.GDP.PCAP.CD,371.341879197673
LAO,1997,BX.KLT.DINV.CD.WD,91000000.0
LAO,1997,NY.GDP.PCAP.CD,339.09319241187
LAO,1998,BX.KLT.DINV.CD.WD,45900000.0
LAO,1998,NY.GDP.PCAP.CD,243.923962451418
LAO,1999,BX.KLT.DINV.CD.WD,78900000.0
LAO,1999,NY.GDP.PCAP.CD,272.325307005412
LAO,2000,BX.KLT.DINV.CD.WD,33890000.0
LAO,2000,NY.GDP.PCAP.CD,318.749852236965
LAO,2001,BX.KLT.DINV.CD.WD,23904284.1333333
LAO,2001,NY.GDP.PCAP.CD,320.316005439568
LAO,2002,BX.KLT.DINV.CD.WD,4451297.0311068
LAO,2002,NY.GDP.PCAP.CD,313.350817148131
LAO,2003,BX.KLT.DINV.CD.WD,19484000.8001106
LAO,2003,NY.GDP.PCAP.CD,355.097216151461
LAO,2004,BX.KLT.DINV.CD.WD,16917263.0
LAO,2004,NY.GDP.PCAP.CD,409.296298284117
LAO,2005,BX.KLT.DINV.CD.WD,27720000.0
LAO,2005,NY.GDP.PCAP.CD,466.061506997741
LAO,2006,BX.KLT.DINV.CD.WD,187310641.0
LAO,2006,NY.GDP.PCAP.CD,579.391947440719
LAO,2007,BX.KLT.DINV.CD.WD,323520000.0
LAO,2007,NY.GDP.PCAP.CD,697.323013673925
LAO,2008,BX.KLT.DINV.CD.WD,227770000.0
LAO,2008,NY.GDP.PCAP.CD,885.747376088762
LAO,2009,BX.KLT.DINV.CD.WD,318598209.09
LAO,2009,NY.GDP.PCAP.CD,935.03237283283
LAO,2010,BX.KLT.DINV.CD.WD,278805903.12
LAO,2010,NY.GDP.PCAP.CD,1125.91610151261
LAO,2011,BX.KLT.DINV.CD.WD,300743507.13
LAO,2011,NY.GDP.PCAP.CD,1361.54704394913
LAO,2012,BX.KLT.DINV.CD.WD,617755394.539664
LAO,2012,NY.GDP.PCAP.CD,1563.5650771337
LAO,2013,BX.KLT.DINV.CD.WD,681397257.103792
LAO,2013,NY.GDP.PCAP.CD,1812.51774424651
LAO,2014,BX.KLT.DINV.CD.WD,867646121.708671
LAO,2014,NY.GDP.PCAP.CD,1981.03910900473
LAO,2015,BX.KLT.DINV.CD.WD,1077759914.58895
LAO,2015,NY.GDP.PCAP.CD,2121.01339097363
LAO,2016,BX.KLT.DINV.CD.WD,935296172.783646
LAO,2016,NY.GDP.PCAP.CD,2303.22156035363
LAO,2017,BX.KLT.DINV.CD.WD,1686287305.36006
LAO,2017,NY.GDP.PCAP.CD,2432.43059478511
LAO,2018,BX.KLT.DINV.CD.WD,1358019506.22958
LAO,2018,NY.GDP.PCAP.CD,2545.1075420815
LAO,2019,BX.KLT.DINV.CD.WD,755524124.249368
LAO,2019,NY.GDP.PCAP.CD,2589.32081035237
LAO,2020,BX.KLT.DINV.CD.WD,967706086.202045
LAO,2020,NY.GDP.PCAP.CD,2583.77730696131
LAO,2021,BX.KLT.DINV.CD.WD,1071913715.60885
LAO,2021,NY.GDP.PCAP.CD,2526.05105018529
LAO,2022,BX.KLT.DINV.CD.WD,726273736.492143
LAO,2022,NY.GDP.PCAP.CD,2046.40440255621
LAO,2023,BX.KLT.DINV.CD.WD,1781176779.47452
LAO,2023,NY.GDP.PCAP.CD,2066.94979776957
MMR,1990,BX.KLT.DINV.CD.WD,161144560.314889
MMR,1990,NY.GDP.PCAP.CD,53.1225401094506
MMR,1991,BX.KLT.DINV.CD.WD,238056791.873856
MMR,1991,NY.GDP.PCAP.CD,51.2408970610106
MMR,1992,BX.KLT.DINV.CD.WD,171558719.974061
MMR,1992,NY.GDP.PCAP.CD,58.8896739558883
MMR,1993,BX.KLT.DINV.CD.WD,104674233.142371
MMR,1993,NY.GDP.PCAP.CD,76.212889482598
MMR,1994,BX.KLT.DINV.CD.WD,126091858.49119
MMR,1994,NY.GDP.PCAP.CD,105.391561114159
MMR,1995,BX.KLT.DINV.CD.WD,277199199.509049
MMR,1995,NY.GDP.PCAP.CD,124.14348039051
MMR,1996,BX.KLT.DINV.CD.WD,310437074.890386
MMR,1996,NY.GDP.PCAP.CD,141.897267580367
MMR,1997,BX.KLT.DINV.CD.WD,387184136.000944
MMR,1997,NY.GDP.PCAP.CD,108.039770292032
MMR,1998,BX.KLT.DINV.CD.WD,314450998.907852
MMR,1998,NY.GDP.PCAP.CD,145.950830383757
MMR,1999,BX.KLT.DINV.CD.WD,253110104.66411
MMR,1999,NY.GDP.PCAP.CD,189.490155849067
MMR,2000,BX.KLT.DINV.CD.WD,254789765.469466
MMR,2000,NY.GDP.PCAP.CD,196.619580625284
MMR,2001,BX.KLT.DINV.CD.WD,208303564.372066
MMR,2001,NY.GDP.PCAP.CD,141.525660705722
MMR,2002,BX.KLT.DINV.CD.WD,150511225.813866
MMR,2002,NY.GDP.PCAP.CD,146.598390364449
MMR,2003,BX.KLT.DINV.CD.WD,248882510.026366
MMR,2003,NY.GDP.PCAP.CD,224.292688912409
MMR,2004,BX.KLT.DINV.CD.WD,211364294.975748
MMR,2004,NY.GDP.PCAP.CD,224.508811413327
MMR,2005,BX.KLT.DINV.CD.WD,234904379.027598
MMR,2005,NY.GDP.PCAP.CD,252.685193060728
MMR,2006,BX.KLT.DINV.CD.WD,275812653.011391
MMR,2006,NY.GDP.PCAP.CD,303.495087119254
MMR,2007,BX.KLT.DINV.CD.WD,709922015.309805
MMR,2007,NY.GDP.PCAP.CD,419.375780725042
MMR,2008,BX.KLT.DINV.CD.WD,863880447.312828
MMR,2008,NY.GDP.PCAP.CD,658.442487229705
MMR,2009,BX.KLT.DINV.CD.WD,1078972200.98264
MMR,2009,NY.GDP.PCAP.CD,758.442935789255
MMR,2010,BX.KLT.DINV.CD.WD,901133534.876797
MMR,2010,NY.GDP.PCAP.CD,1010.53417343401
MMR,2011,BX.KLT.DINV.CD.WD,2519813313.27459
MMR,2011,NY.GDP.PCAP.CD,1213.62898703376
MMR,2012,BX.KLT.DINV.CD.WD,1333856137.27031
MMR,2012,NY.GDP.PCAP.CD,1202.6658960055
MMR,2013,BX.KLT.DINV.CD.WD,2254603965.49345
MMR,2013,NY.GDP.PCAP.CD,1199.09561597055
MMR,2014,BX.KLT.DINV.CD.WD,2175015283.77713
MMR,2014,NY.GDP.PCAP.CD,1293.00042298688
MMR,2015,BX.KLT.DINV.CD.WD,4083839111.71186
MMR,2015,NY.GDP.PCAP.CD,1166.73305546337
MMR,2016,BX.KLT.DINV.CD.WD,3278096409.87385
MMR,2016,NY.GDP.PCAP.CD,1229.19713515893
MMR,2017,BX.KLT.DINV.CD.WD,4804272487.31986
MMR,2017,NY.GDP.PCAP.CD,1272.82241830603
MMR,2018,BX.KLT.DINV.CD.WD,1768195522.55912
MMR,2018,NY.GDP.PCAP.CD,1298.21310320785
MMR,2019,BX.KLT.DINV.CD.WD,1735589412.93376
MMR,2019,NY.GDP.PCAP.CD,1425.98954211903
MMR,2020,BX.KLT.DINV.CD.WD,1907154040.0
MMR,2020,NY.GDP.PCAP.CD,1490.21683548367
MMR,2021,BX.KLT.DINV.CD.WD,2066606470.0
MMR,2021,NY.GDP.PCAP.CD,1242.72134419599
MMR,2022,BX.KLT.DINV.CD.WD,1238500000.0
MMR,2022,NY.GDP.PCAP.CD,1158.05005034332
MMR,2023,BX.KLT.DINV.CD.WD,1520172000.0
MMR,2023,NY.GDP.PCAP.CD,1233.19666209269
MYS,1990,BX.KLT.DINV.CD.WD,2332455289.06141
MYS,1990,NY.GDP.PCAP.CD,2468.69080320116
MYS,1991,BX.KLT.DINV.CD.WD,3998448522.46005
MYS,1991,NY.GDP.PCAP.CD,2679.20101106745
MYS,1992,BX.KLT.DINV.CD.WD,5183358086.40239
MYS,1992,NY.GDP.PCAP.CD,3141.43321987651
MYS,1993,BX.KLT.DINV.CD.WD,5005642759.8826
MYS,1993,NY.GDP.PCAP.CD,3461.99504214189
MYS,1994,BX.KLT.DINV.CD.WD,4341800916.32296
MYS,1994,NY.GDP.PCAP.CD,3757.65292858601
MYS,1995,BX.KLT.DINV.CD.WD,4178239335.0381
MYS,1995,NY.GDP.PCAP.CD,4363.14458333034
MYS,1996,BX.KLT.DINV.CD.WD,5078414947.87738
MYS,1996,NY.GDP.PCAP.CD,4837.16897250768
MYS,1997,BX.KLT.DINV.CD.WD,5136514575.67471
MYS,1997,NY.GDP.PCAP.CD,4678.56390058182
MYS,1998,BX.KLT.DINV.CD.WD,2163401815.57572
MYS,1998,NY.GDP.PCAP.CD,3294.30978444095
MYS,1999,BX.KLT.DINV.CD.WD,3895263157.89473
MYS,1999,NY.GDP.PCAP.CD,3527.81581379249
MYS,2000,BX.KLT.DINV.CD.WD,3787631578.94736
MYS,2000,NY.GDP.PCAP.CD,4083.52874483605
MYS,2001,BX.KLT.DINV.CD.WD,553947368.421052
MYS,2001,NY.GDP.PCAP.CD,3943.79943910239
MYS,2002,BX.KLT.DINV.CD.WD,3192894736.8421
MYS,2002,NY.GDP.PCAP.CD,4184.03163773539
MYS,2003,BX.KLT.DINV.CD.WD,3218947368.42105
MYS,2003,NY.GDP.PCAP.CD,4465.32194567208
MYS,2004,BX.KLT.DINV.CD.WD,4376052631.57894
MYS,2004,NY.GDP.PCAP.CD,4939.24851854427
MYS,2005,BX.KLT.DINV.CD.WD,3924786634.73868
MYS,2005,NY.GDP.PCAP.CD,5555.58179951206
MYS,2006,BX.KLT.DINV.CD.WD,7690731245.66746
MYS,2006,NY.GDP.PCAP.CD,6158.40785533236
MYS,2007,BX.KLT.DINV.CD.WD,9071369834.83859
MYS,2007,NY.GDP.PCAP.CD,7168.93031942508
MYS,2008,BX.KLT.DINV.CD.WD,7572512432.33634
MYS,2008,NY.GDP.PCAP.CD,8371.82156086005
MYS,2009,BX.KLT.DINV.CD.WD,114664434.56228
MYS,2009,NY.GDP.PCAP.CD,7191.43287234626
MYS,2010,BX.KLT.DINV.CD.WD,10885801851.6194
MYS,2010,NY.GDP.PCAP.CD,8899.34505544675
MYS,2011,BX.KLT.DINV.CD.WD,15119439203.9543
MYS,2011,NY.GDP.PCAP.CD,10217.1068585031
MYS,2012,BX.KLT.DINV.CD.WD,8895774250.70401
MYS,2012,NY.GDP.PCAP.CD,10600.5744240026
MYS,2013,BX.KLT.DINV.CD.WD,11296279513.9209
MYS,2013,NY.GDP.PCAP.CD,10713.6407638899
MYS,2014,BX.KLT.DINV.CD.WD,10619431582.9781
MYS,2014,NY.GDP.PCAP.CD,11013.3107334403
MYS,2015,BX.KLT.DINV.CD.WD,9857162111.82329
MYS,2015,NY.GDP.PCAP.CD,9648.6797937523
MYS,2016,BX.KLT.DINV.CD.WD,13470089920.807
MYS,2016,NY.GDP.PCAP.CD,9476.53409809923
MYS,2017,BX.KLT.DINV.CD.WD,9368469822.66145
MYS,2017,NY.GDP.PCAP.CD,9862.54806612235
MYS,2018,BX.KLT.DINV.CD.WD,8304480741.65266
MYS,2018,NY.GDP.PCAP.CD,10901.8019954421
MYS,2019,BX.KLT.DINV.CD.WD,9154921685.03934
MYS,2019,NY.GDP.PCAP.CD,10920.191763972
MYS,2020,BX.KLT.DINV.CD.WD,4058769678.64231
MYS,2020,NY.GDP.PCAP.CD,9957.52626697613
MYS,2021,BX.KLT.DINV.CD.WD,20245157326.8023
MYS,2021,NY.GDP.PCAP.CD,10903.1116425938
MYS,2022,BX.KLT.DINV.CD.WD,15027992710.6144
MYS,2022,NY.GDP.PCAP.CD,11748.0919307944
MYS,2023,BX.KLT.DINV.CD.WD,7918601050.23635
MYS,2023,NY.GDP.PCAP.CD,11379.0851923557
PHL,1990,BX.KLT.DINV.CD.WD,530000000.0
PHL,1990,NY.GDP.PCAP.CD,803.572588255813
PHL,1991,BX.KLT.DINV.CD.WD,544000000.0
PHL,1991,NY.GDP.PCAP.CD,804.323330530547
PHL,1992,BX.KLT.DINV.CD.WD,228000000.0
PHL,1992,NY.GDP.PCAP.CD,916.515694532029
PHL,1993,BX.KLT.DINV.CD.WD,1238000000.0
PHL,1993,NY.GDP.PCAP.CD,918.642953796961
PHL,1994,BX.KLT.DINV.CD.WD,1591000000.0
PHL,1994,NY.GDP.PCAP.CD,1059.9838951587
PHL,1995,BX.KLT.DINV.CD.WD,1478000000.0
PHL,1995,NY.GDP.PCAP.CD,1199.84171414993
PHL,1996,BX.KLT.DINV.CD.WD,1517000000.0
PHL,1996,NY.GDP.PCAP.CD,1311.09249403865
PHL,1997,BX.KLT.DINV.CD.WD,1222000000.0
PHL,1997,NY.GDP.PCAP.CD,1273.27604875636
PHL,1998,BX.KLT.DINV.CD.WD,2287000000.0
PHL,1998,NY.GDP.PCAP.CD,982.865943728564
PHL,1999,BX.KLT.DINV.CD.WD,1829000000.0
PHL,1999,NY.GDP.PCAP.CD,1101.43515975318
PHL,2000,BX.KLT.DINV.CD.WD,1487000000.0
PHL,2000,NY.GDP.PCAP.CD,1050.79273107952
PHL,2001,BX.KLT.DINV.CD.WD,760000000.0
PHL,2001,NY.GDP.PCAP.CD,969.530611744453
PHL,2002,BX.KLT.DINV.CD.WD,1769000000.0
PHL,2002,NY.GDP.PCAP.CD,1014.90879320106
PHL,2003,BX.KLT.DINV.CD.WD,492000000.0
PHL,2003,NY.GDP.PCAP.CD,1027.2301192843
PHL,2004,BX.KLT.DINV.CD.WD,592000000.0
PHL,2004,NY.GDP.PCAP.CD,1099.63013023758
PHL,2005,BX.KLT.DINV.CD.WD,1664000000.0
PHL,2005,NY.GDP.PCAP.CD,1220.46018559867
PHL,2006,BX.KLT.DINV.CD.WD,2707414996.79964
PHL,2006,NY.GDP.PCAP.CD,1426.14649179546
PHL,2007,BX.KLT.DINV.CD.WD,2918724840.50407
PHL,2007,NY.GDP.PCAP.CD,1712.65543282793
PHL,2008,BX.KLT.DINV.CD.WD,1340027563.20325
PHL,2008,NY.GDP.PCAP.CD,1959.29233534978
PHL,2009,BX.KLT.DINV.CD.WD,2064620677.76657
PHL,2009,NY.GDP.PCAP.CD,1864.45043406471
PHL,2010,BX.KLT.DINV.CD.WD,1070386939.91896
PHL,2010,NY.GDP.PCAP.CD,2162.91375885614
PHL,2011,BX.KLT.DINV.CD.WD,2007150725.40003
PHL,2011,NY.GDP.PCAP.CD,2383.91892522087
PHL,2012,BX.KLT.DINV.CD.WD,3215415155.43566
PHL,2012,NY.GDP.PCAP.CD,2614.61644401308
PHL,2013,BX.KLT.DINV.CD.WD,3737371739.84519
PHL,2013,NY.GDP.PCAP.CD,2781.27957677397
PHL,2014,BX.KLT.DINV.CD.WD,5739574024.13183
PHL,2014,NY.GDP.PCAP.CD,2866.83803761407
